Rule: {'pages'} -> {'www'}, confidence: 0.5714
Rule: {'cite'} -> {'references', 'www'}, confidence: 0.8436
Rule: {'references', 'www'} -> {'cite'}, confidence: 0.9175
Rule: {'references', 'cite'} -> {'www'}, confidence: 0.8990
Rule: {'www', 'cite'} -> {'references'}, confidence: 0.9468
Rule: {'references'} -> {'www', 'people'}, confidence: 0.5760
Rule: {'www'} -> {'references', 'people'}, confidence: 0.6575
Rule: {'people'} -> {'references', 'www'}, confidence: 0.4431
Rule: {'references', 'www'} -> {'people'}, confidence: 0.7423
Rule: {'references', 'people'} -> {'www'}, confidence: 0.7826
Rule: {'www', 'people'} -> {'references'}, confidence: 0.9114
Rule: {'references'} -> {'jpg', 'https'}, confidence: 0.5800
Rule: {'jpg'} -> {'references', 'https'}, confidence: 0.5992
Rule: {'https'} -> {'references', 'jpg'}, confidence: 0.6591
Rule: {'references', 'jpg'} -> {'https'}, confidence: 0.8951
Rule: {'references', 'https'} -> {'jpg'}, confidence: 0.7250
Rule: {'jpg', 'https'} -> {'references'}, confidence: 0.9355
Rule: {'references'} -> {'title', 'web'}, confidence: 0.7240
Rule: {'title'} -> {'references', 'web'}, confidence: 0.7605
Rule: {'web'} -> {'references', 'title'}, confidence: 0.8153
Rule: {'references', 'title'} -> {'web'}, confidence: 0.8829
Rule: {'references', 'web'} -> {'title'}, confidence: 0.9628
Rule: {'title', 'web'} -> {'references'}, confidence: 0.9330
Rule: {'http'} -> {'url', 'cite'}, confidence: 0.8083
Rule: {'url'} -> {'http', 'cite'}, confidence: 0.6933
Rule: {'cite'} -> {'http', 'url'}, confidence: 0.7393
Rule: {'http', 'url'} -> {'cite'}, confidence: 0.9231
Rule: {'http', 'cite'} -> {'url'}, confidence: 0.9873
Rule: {'url', 'cite'} -> {'http'}, confidence: 0.7536
Rule: {'http'} -> {'cite', 'https'}, confidence: 0.7461
Rule: {'cite'} -> {'http', 'https'}, confidence: 0.6825
Rule: {'https'} -> {'http', 'cite'}, confidence: 0.6545
Rule: {'http', 'cite'} -> {'https'}, confidence: 0.9114
Rule: {'http', 'https'} -> {'cite'}, confidence: 0.9057
Rule: {'cite', 'https'} -> {'http'}, confidence: 0.7385
Rule: {'date'} -> {'title', 'one'}, confidence: 0.6282
Rule: {'title'} -> {'date', 'one'}, confidence: 0.6176
Rule: {'one'} -> {'date', 'title'}, confidence: 0.4966
Rule: {'date', 'title'} -> {'one'}, confidence: 0.7500
Rule: {'date', 'one'} -> {'title'}, confidence: 0.8909
Rule: {'title', 'one'} -> {'date'}, confidence: 0.8647
Rule: {'date'} -> {'web', 'cite'}, confidence: 0.7607
Rule: {'cite'} -> {'date', 'web'}, confidence: 0.8436
Rule: {'web'} -> {'date', 'cite'}, confidence: 0.8018
Rule: {'date', 'cite'} -> {'web'}, confidence: 0.9368
Rule: {'date', 'web'} -> {'cite'}, confidence: 0.9368
Rule: {'web', 'cite'} -> {'date'}, confidence: 0.9319
Rule: {'date'} -> {'www', 'title'}, confidence: 0.7564
Rule: {'www'} -> {'date', 'title'}, confidence: 0.8082
Rule: {'title'} -> {'date', 'www'}, confidence: 0.7437
Rule: {'date', 'www'} -> {'title'}, confidence: 0.9316
Rule: {'date', 'title'} -> {'www'}, confidence: 0.9031
Rule: {'www', 'title'} -> {'date'}, confidence: 0.9077
Rule: {'references'} -> {'http', 'https'}, confidence: 0.5880
Rule: {'http'} -> {'references', 'https'}, confidence: 0.7617
Rule: {'https'} -> {'references', 'http'}, confidence: 0.6682
Rule: {'references', 'http'} -> {'https'}, confidence: 0.8855
Rule: {'references', 'https'} -> {'http'}, confidence: 0.7350
Rule: {'http', 'https'} -> {'references'}, confidence: 0.9245
Rule: {'references'} -> {'date', 'people'}, confidence: 0.5920
Rule: {'date'} -> {'references', 'people'}, confidence: 0.6325
Rule: {'people'} -> {'references', 'date'}, confidence: 0.4554
Rule: {'references', 'date'} -> {'people'}, confidence: 0.7551
Rule: {'references', 'people'} -> {'date'}, confidence: 0.8043
Rule: {'date', 'people'} -> {'references'}, confidence: 0.8970
Rule: {'references'} -> {'date', 'cite'}, confidence: 0.7240
Rule: {'date'} -> {'references', 'cite'}, confidence: 0.7735
Rule: {'cite'} -> {'references', 'date'}, confidence: 0.8578
Rule: {'references', 'date'} -> {'cite'}, confidence: 0.9235
Rule: {'references', 'cite'} -> {'date'}, confidence: 0.9141
Rule: {'date', 'cite'} -> {'references'}, confidence: 0.9526
Rule: {'date'} -> {'www', 'web'}, confidence: 0.7564
Rule: {'www'} -> {'date', 'web'}, confidence: 0.8082
Rule: {'web'} -> {'date', 'www'}, confidence: 0.7973
Rule: {'date', 'www'} -> {'web'}, confidence: 0.9316
Rule: {'date', 'web'} -> {'www'}, confidence: 0.9316
Rule: {'www', 'web'} -> {'date'}, confidence: 0.9267
Rule: {'date'} -> {'title', 'people'}, confidence: 0.6239
Rule: {'title'} -> {'date', 'people'}, confidence: 0.6134
Rule: {'people'} -> {'date', 'title'}, confidence: 0.4492
Rule: {'date', 'title'} -> {'people'}, confidence: 0.7449
Rule: {'date', 'people'} -> {'title'}, confidence: 0.8848
Rule: {'title', 'people'} -> {'date'}, confidence: 0.8743
Rule: {'url'} -> {'archive', 'web'}, confidence: 0.6444
Rule: {'archive'} -> {'url', 'web'}, confidence: 0.9295
Rule: {'web'} -> {'url', 'archive'}, confidence: 0.6532
Rule: {'url', 'archive'} -> {'web'}, confidence: 0.9603
Rule: {'url', 'web'} -> {'archive'}, confidence: 0.7039
Rule: {'archive', 'web'} -> {'url'}, confidence: 0.9864
Rule: {'date'} -> {'title', 'cite'}, confidence: 0.8120
Rule: {'title'} -> {'date', 'cite'}, confidence: 0.7983
Rule: {'cite'} -> {'date', 'title'}, confidence: 0.9005
Rule: {'date', 'title'} -> {'cite'}, confidence: 0.9694
Rule: {'date', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite'} -> {'date'}, confidence: 0.9005
Rule: {'date'} -> {'one', 'https'}, confidence: 0.6239
Rule: {'one'} -> {'date', 'https'}, confidence: 0.4932
Rule: {'https'} -> {'date', 'one'}, confidence: 0.6636
Rule: {'date', 'one'} -> {'https'}, confidence: 0.8848
Rule: {'date', 'https'} -> {'one'}, confidence: 0.7411
Rule: {'one', 'https'} -> {'date'}, confidence: 0.9241
Rule: {'references'} -> {'date', 'url'}, confidence: 0.7480
Rule: {'date'} -> {'references', 'url'}, confidence: 0.7991
Rule: {'url'} -> {'references', 'date'}, confidence: 0.8311
Rule: {'references', 'date'} -> {'url'}, confidence: 0.9541
Rule: {'references', 'url'} -> {'date'}, confidence: 0.9212
Rule: {'date', 'url'} -> {'references'}, confidence: 0.9257
Rule: {'pages'} -> {'url', 'title'}, confidence: 0.5560
Rule: {'url'} -> {'pages', 'title'}, confidence: 0.6400
Rule: {'title'} -> {'pages', 'url'}, confidence: 0.6050
Rule: {'pages', 'url'} -> {'title'}, confidence: 0.9412
Rule: {'pages', 'title'} -> {'url'}, confidence: 0.9231
Rule: {'url', 'title'} -> {'pages'}, confidence: 0.6890
Rule: {'url'} -> {'one', 'https'}, confidence: 0.6578
Rule: {'one'} -> {'url', 'https'}, confidence: 0.5000
Rule: {'https'} -> {'url', 'one'}, confidence: 0.6727
Rule: {'url', 'one'} -> {'https'}, confidence: 0.9308
Rule: {'url', 'https'} -> {'one'}, confidence: 0.7150
Rule: {'one', 'https'} -> {'url'}, confidence: 0.9367
Rule: {'references'} -> {'cite', 'people'}, confidence: 0.5920
Rule: {'cite'} -> {'references', 'people'}, confidence: 0.7014
Rule: {'people'} -> {'references', 'cite'}, confidence: 0.4554
Rule: {'references', 'cite'} -> {'people'}, confidence: 0.7475
Rule: {'references', 'people'} -> {'cite'}, confidence: 0.8043
Rule: {'cite', 'people'} -> {'references'}, confidence: 0.9548
Rule: {'date'} -> {'http', 'title'}, confidence: 0.6368
Rule: {'http'} -> {'date', 'title'}, confidence: 0.7720
Rule: {'title'} -> {'date', 'http'}, confidence: 0.6261
Rule: {'date', 'http'} -> {'title'}, confidence: 0.9198
Rule: {'date', 'title'} -> {'http'}, confidence: 0.7602
Rule: {'http', 'title'} -> {'date'}, confidence: 0.9085
Rule: {'date'} -> {'url', 'archive'}, confidence: 0.6282
Rule: {'url'} -> {'date', 'archive'}, confidence: 0.6533
Rule: {'archive'} -> {'date', 'url'}, confidence: 0.9423
Rule: {'date', 'url'} -> {'archive'}, confidence: 0.7277
Rule: {'date', 'archive'} -> {'url'}, confidence: 0.9932
Rule: {'url', 'archive'} -> {'date'}, confidence: 0.9735
Rule: {'references'} -> {'url', 'cite'}, confidence: 0.7800
Rule: {'url'} -> {'references', 'cite'}, confidence: 0.8667
Rule: {'cite'} -> {'references', 'url'}, confidence: 0.9242
Rule: {'references', 'url'} -> {'cite'}, confidence: 0.9606
Rule: {'references', 'cite'} -> {'url'}, confidence: 0.9848
Rule: {'url', 'cite'} -> {'references'}, confidence: 0.9420
Rule: {'references'} -> {'www', 'one'}, confidence: 0.5920
Rule: {'www'} -> {'references', 'one'}, confidence: 0.6758
Rule: {'one'} -> {'references', 'www'}, confidence: 0.5000
Rule: {'references', 'www'} -> {'one'}, confidence: 0.7629
Rule: {'references', 'one'} -> {'www'}, confidence: 0.8043
Rule: {'www', 'one'} -> {'references'}, confidence: 0.9548
Rule: {'references'} -> {'url', 'people'}, confidence: 0.6080
Rule: {'url'} -> {'references', 'people'}, confidence: 0.6756
Rule: {'people'} -> {'references', 'url'}, confidence: 0.4677
Rule: {'references', 'url'} -> {'people'}, confidence: 0.7488
Rule: {'references', 'people'} -> {'url'}, confidence: 0.8261
Rule: {'url', 'people'} -> {'references'}, confidence: 0.9325
Rule: {'one'} -> {'title', 'cite'}, confidence: 0.5270
Rule: {'title'} -> {'cite', 'one'}, confidence: 0.6555
Rule: {'cite'} -> {'title', 'one'}, confidence: 0.7393
Rule: {'title', 'one'} -> {'cite'}, confidence: 0.9176
Rule: {'cite', 'one'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite'} -> {'one'}, confidence: 0.7393
Rule: {'references'} -> {'date', 'title', 'cite'}, confidence: 0.7240
Rule: {'date'} -> {'references', 'title', 'cite'}, confidence: 0.7735
Rule: {'cite'} -> {'references', 'date', 'title'}, confidence: 0.8578
Rule: {'title'} -> {'references', 'date', 'cite'}, confidence: 0.7605
Rule: {'references', 'date'} -> {'title', 'cite'}, confidence: 0.9235
Rule: {'references', 'cite'} -> {'date', 'title'}, confidence: 0.9141
Rule: {'references', 'title'} -> {'date', 'cite'}, confidence: 0.8829
Rule: {'date', 'cite'} -> {'references', 'title'}, confidence: 0.9526
Rule: {'date', 'title'} -> {'references', 'cite'}, confidence: 0.9235
Rule: {'title', 'cite'} -> {'references', 'date'}, confidence: 0.8578
Rule: {'references', 'date', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'references', 'date', 'title'} -> {'cite'}, confidence: 0.9784
Rule: {'references', 'title', 'cite'} -> {'date'}, confidence: 0.9141
Rule: {'date', 'title', 'cite'} -> {'references'}, confidence: 0.9526
Rule: {'references'} -> {'date', 'url', 'title'}, confidence: 0.7280
Rule: {'date'} -> {'references', 'url', 'title'}, confidence: 0.7778
Rule: {'url'} -> {'references', 'date', 'title'}, confidence: 0.8089
Rule: {'title'} -> {'references', 'date', 'url'}, confidence: 0.7647
Rule: {'references', 'date'} -> {'url', 'title'}, confidence: 0.9286
Rule: {'references', 'url'} -> {'date', 'title'}, confidence: 0.8966
Rule: {'references', 'title'} -> {'date', 'url'}, confidence: 0.8878
Rule: {'date', 'url'} -> {'references', 'title'}, confidence: 0.9010
Rule: {'date', 'title'} -> {'references', 'url'}, confidence: 0.9286
Rule: {'url', 'title'} -> {'references', 'date'}, confidence: 0.8708
Rule: {'references', 'date', 'url'} -> {'title'}, confidence: 0.9733
Rule: {'references', 'date', 'title'} -> {'url'}, confidence: 0.9838
Rule: {'references', 'url', 'title'} -> {'date'}, confidence: 0.9239
Rule: {'date', 'url', 'title'} -> {'references'}, confidence: 0.9579
Rule: {'http'} -> {'www', 'title', 'web'}, confidence: 0.7513
Rule: {'www'} -> {'http', 'title', 'web'}, confidence: 0.6621
Rule: {'title'} -> {'http', 'www', 'web'}, confidence: 0.6092
Rule: {'web'} -> {'http', 'www', 'title'}, confidence: 0.6532
Rule: {'http', 'www'} -> {'title', 'web'}, confidence: 0.8382
Rule: {'http', 'title'} -> {'www', 'web'}, confidence: 0.8841
Rule: {'http', 'web'} -> {'www', 'title'}, confidence: 0.8841
Rule: {'www', 'title'} -> {'http', 'web'}, confidence: 0.7436
Rule: {'www', 'web'} -> {'http', 'title'}, confidence: 0.7592
Rule: {'title', 'web'} -> {'http', 'www'}, confidence: 0.7474
Rule: {'http', 'www', 'title'} -> {'web'}, confidence: 0.9477
Rule: {'http', 'www', 'web'} -> {'title'}, confidence: 0.9295
Rule: {'http', 'title', 'web'} -> {'www'}, confidence: 0.9603
Rule: {'www', 'title', 'web'} -> {'http'}, confidence: 0.8056
Rule: {'references'} -> {'www', 'cite', 'https'}, confidence: 0.6880
Rule: {'cite'} -> {'references', 'www', 'https'}, confidence: 0.8152
Rule: {'https'} -> {'references', 'www', 'cite'}, confidence: 0.7818
Rule: {'www'} -> {'references', 'cite', 'https'}, confidence: 0.7854
Rule: {'references', 'cite'} -> {'www', 'https'}, confidence: 0.8687
Rule: {'references', 'https'} -> {'www', 'cite'}, confidence: 0.8600
Rule: {'references', 'www'} -> {'cite', 'https'}, confidence: 0.8866
Rule: {'cite', 'https'} -> {'references', 'www'}, confidence: 0.8821
Rule: {'www', 'cite'} -> {'references', 'https'}, confidence: 0.9149
Rule: {'www', 'https'} -> {'references', 'cite'}, confidence: 0.8687
Rule: {'references', 'cite', 'https'} -> {'www'}, confidence: 0.9348
Rule: {'references', 'www', 'cite'} -> {'https'}, confidence: 0.9663
Rule: {'references', 'www', 'https'} -> {'cite'}, confidence: 0.9348
Rule: {'www', 'cite', 'https'} -> {'references'}, confidence: 0.9503
Rule: {'references'} -> {'title', 'web', 'https'}, confidence: 0.6880
Rule: {'https'} -> {'references', 'title', 'web'}, confidence: 0.7818
Rule: {'title'} -> {'references', 'web', 'https'}, confidence: 0.7227
Rule: {'web'} -> {'references', 'title', 'https'}, confidence: 0.7748
Rule: {'references', 'https'} -> {'title', 'web'}, confidence: 0.8600
Rule: {'references', 'title'} -> {'web', 'https'}, confidence: 0.8390
Rule: {'references', 'web'} -> {'title', 'https'}, confidence: 0.9149
Rule: {'title', 'https'} -> {'references', 'web'}, confidence: 0.8687
Rule: {'web', 'https'} -> {'references', 'title'}, confidence: 0.8821
Rule: {'title', 'web'} -> {'references', 'https'}, confidence: 0.8866
Rule: {'references', 'title', 'https'} -> {'web'}, confidence: 0.9198
Rule: {'references', 'web', 'https'} -> {'title'}, confidence: 0.9663
Rule: {'references', 'title', 'web'} -> {'https'}, confidence: 0.9503
Rule: {'title', 'web', 'https'} -> {'references'}, confidence: 0.9451
Rule: {'https'} -> {'url', 'title', 'one'}, confidence: 0.6545
Rule: {'url'} -> {'title', 'one', 'https'}, confidence: 0.6400
Rule: {'title'} -> {'url', 'one', 'https'}, confidence: 0.6050
Rule: {'one'} -> {'url', 'title', 'https'}, confidence: 0.4865
Rule: {'url', 'https'} -> {'title', 'one'}, confidence: 0.6957
Rule: {'title', 'https'} -> {'url', 'one'}, confidence: 0.7273
Rule: {'one', 'https'} -> {'url', 'title'}, confidence: 0.9114
Rule: {'url', 'title'} -> {'one', 'https'}, confidence: 0.6890
Rule: {'url', 'one'} -> {'title', 'https'}, confidence: 0.9057
Rule: {'title', 'one'} -> {'url', 'https'}, confidence: 0.8471
Rule: {'url', 'title', 'https'} -> {'one'}, confidence: 0.7347
Rule: {'url', 'one', 'https'} -> {'title'}, confidence: 0.9730
Rule: {'title', 'one', 'https'} -> {'url'}, confidence: 0.9863
Rule: {'url', 'title', 'one'} -> {'https'}, confidence: 0.9412
Rule: {'cite'} -> {'url', 'title', 'thumb'}, confidence: 0.6872
Rule: {'url'} -> {'title', 'cite', 'thumb'}, confidence: 0.6444
Rule: {'title'} -> {'url', 'cite', 'thumb'}, confidence: 0.6092
Rule: {'thumb'} -> {'url', 'title', 'cite'}, confidence: 0.5235
Rule: {'url', 'cite'} -> {'title', 'thumb'}, confidence: 0.7005
Rule: {'title', 'cite'} -> {'url', 'thumb'}, confidence: 0.6872
Rule: {'cite', 'thumb'} -> {'url', 'title'}, confidence: 0.9864
Rule: {'url', 'title'} -> {'cite', 'thumb'}, confidence: 0.6938
Rule: {'url', 'thumb'} -> {'title', 'cite'}, confidence: 0.9477
Rule: {'title', 'thumb'} -> {'url', 'cite'}, confidence: 0.9236
Rule: {'url', 'title', 'cite'} -> {'thumb'}, confidence: 0.7005
Rule: {'url', 'cite', 'thumb'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite', 'thumb'} -> {'url'}, confidence: 0.9864
Rule: {'url', 'title', 'thumb'} -> {'cite'}, confidence: 1.0000
Rule: {'references'} -> {'title', 'cite', 'people'}, confidence: 0.5920
Rule: {'cite'} -> {'references', 'title', 'people'}, confidence: 0.7014
Rule: {'title'} -> {'references', 'cite', 'people'}, confidence: 0.6218
Rule: {'people'} -> {'references', 'title', 'cite'}, confidence: 0.4554
Rule: {'references', 'cite'} -> {'title', 'people'}, confidence: 0.7475
Rule: {'references', 'title'} -> {'cite', 'people'}, confidence: 0.7220
Rule: {'references', 'people'} -> {'title', 'cite'}, confidence: 0.8043
Rule: {'title', 'cite'} -> {'references', 'people'}, confidence: 0.7014
Rule: {'cite', 'people'} -> {'references', 'title'}, confidence: 0.9548
Rule: {'title', 'people'} -> {'references', 'cite'}, confidence: 0.8862
Rule: {'references', 'title', 'cite'} -> {'people'}, confidence: 0.7475
Rule: {'references', 'cite', 'people'} -> {'title'}, confidence: 1.0000
Rule: {'references', 'title', 'people'} -> {'cite'}, confidence: 0.9737
Rule: {'title', 'cite', 'people'} -> {'references'}, confidence: 0.9548
Rule: {'references'} -> {'web', 'www', 'cite'}, confidence: 0.6760
Rule: {'cite'} -> {'references', 'www', 'web'}, confidence: 0.8009
Rule: {'www'} -> {'references', 'web', 'cite'}, confidence: 0.7717
Rule: {'web'} -> {'references', 'www', 'cite'}, confidence: 0.7613
Rule: {'references', 'cite'} -> {'www', 'web'}, confidence: 0.8535
Rule: {'references', 'www'} -> {'web', 'cite'}, confidence: 0.8711
Rule: {'references', 'web'} -> {'www', 'cite'}, confidence: 0.8989
Rule: {'www', 'cite'} -> {'references', 'web'}, confidence: 0.8989
Rule: {'web', 'cite'} -> {'references', 'www'}, confidence: 0.8848
Rule: {'www', 'web'} -> {'references', 'cite'}, confidence: 0.8848
Rule: {'references', 'www', 'cite'} -> {'web'}, confidence: 0.9494
Rule: {'references', 'web', 'cite'} -> {'www'}, confidence: 0.9389
Rule: {'references', 'www', 'web'} -> {'cite'}, confidence: 0.9657
Rule: {'web', 'www', 'cite'} -> {'references'}, confidence: 0.9494
Rule: {'https'} -> {'www', 'title', 'web'}, confidence: 0.7818
Rule: {'www'} -> {'title', 'web', 'https'}, confidence: 0.7854
Rule: {'title'} -> {'www', 'web', 'https'}, confidence: 0.7227
Rule: {'web'} -> {'www', 'title', 'https'}, confidence: 0.7748
Rule: {'www', 'https'} -> {'title', 'web'}, confidence: 0.8687
Rule: {'title', 'https'} -> {'www', 'web'}, confidence: 0.8687
Rule: {'web', 'https'} -> {'www', 'title'}, confidence: 0.8821
Rule: {'www', 'title'} -> {'web', 'https'}, confidence: 0.8821
Rule: {'www', 'web'} -> {'title', 'https'}, confidence: 0.9005
Rule: {'title', 'web'} -> {'www', 'https'}, confidence: 0.8866
Rule: {'www', 'title', 'https'} -> {'web'}, confidence: 0.9399
Rule: {'www', 'web', 'https'} -> {'title'}, confidence: 0.9451
Rule: {'title', 'web', 'https'} -> {'www'}, confidence: 0.9451
Rule: {'www', 'title', 'web'} -> {'https'}, confidence: 0.9556
Rule: {'www'} -> {'url', 'title', 'web'}, confidence: 0.8174
Rule: {'url'} -> {'www', 'title', 'web'}, confidence: 0.7956
Rule: {'title'} -> {'www', 'url', 'web'}, confidence: 0.7521
Rule: {'web'} -> {'www', 'url', 'title'}, confidence: 0.8063
Rule: {'www', 'url'} -> {'title', 'web'}, confidence: 0.8995
Rule: {'www', 'title'} -> {'url', 'web'}, confidence: 0.9179
Rule: {'www', 'web'} -> {'url', 'title'}, confidence: 0.9372
Rule: {'url', 'title'} -> {'www', 'web'}, confidence: 0.8565
Rule: {'url', 'web'} -> {'www', 'title'}, confidence: 0.8689
Rule: {'title', 'web'} -> {'www', 'url'}, confidence: 0.9227
Rule: {'www', 'url', 'title'} -> {'web'}, confidence: 0.9471
Rule: {'www', 'url', 'web'} -> {'title'}, confidence: 0.9471
Rule: {'www', 'title', 'web'} -> {'url'}, confidence: 0.9944
Rule: {'url', 'title', 'web'} -> {'www'}, confidence: 0.9323
Rule: {'references'} -> {'url', 'title', 'cite'}, confidence: 0.7800
Rule: {'cite'} -> {'references', 'url', 'title'}, confidence: 0.9242
Rule: {'url'} -> {'references', 'title', 'cite'}, confidence: 0.8667
Rule: {'title'} -> {'references', 'url', 'cite'}, confidence: 0.8193
Rule: {'references', 'cite'} -> {'url', 'title'}, confidence: 0.9848
Rule: {'references', 'url'} -> {'title', 'cite'}, confidence: 0.9606
Rule: {'references', 'title'} -> {'url', 'cite'}, confidence: 0.9512
Rule: {'url', 'cite'} -> {'references', 'title'}, confidence: 0.9420
Rule: {'title', 'cite'} -> {'references', 'url'}, confidence: 0.9242
Rule: {'url', 'title'} -> {'references', 'cite'}, confidence: 0.9330
Rule: {'references', 'url', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'references', 'title', 'cite'} -> {'url'}, confidence: 0.9848
Rule: {'references', 'url', 'title'} -> {'cite'}, confidence: 0.9898
Rule: {'url', 'title', 'cite'} -> {'references'}, confidence: 0.9420
Rule: {'references'} -> {'www', 'url', 'web'}, confidence: 0.6960
Rule: {'www'} -> {'references', 'url', 'web'}, confidence: 0.7945
Rule: {'url'} -> {'references', 'www', 'web'}, confidence: 0.7733
Rule: {'web'} -> {'references', 'www', 'url'}, confidence: 0.7838
Rule: {'references', 'www'} -> {'url', 'web'}, confidence: 0.8969
Rule: {'references', 'url'} -> {'www', 'web'}, confidence: 0.8571
Rule: {'references', 'web'} -> {'www', 'url'}, confidence: 0.9255
Rule: {'www', 'url'} -> {'references', 'web'}, confidence: 0.8744
Rule: {'www', 'web'} -> {'references', 'url'}, confidence: 0.9110
Rule: {'url', 'web'} -> {'references', 'www'}, confidence: 0.8447
Rule: {'references', 'www', 'url'} -> {'web'}, confidence: 0.9508
Rule: {'references', 'www', 'web'} -> {'url'}, confidence: 0.9943
Rule: {'references', 'url', 'web'} -> {'www'}, confidence: 0.9355
Rule: {'www', 'url', 'web'} -> {'references'}, confidence: 0.9206
Rule: {'references'} -> {'url', 'title', 'people'}, confidence: 0.5880
Rule: {'url'} -> {'references', 'title', 'people'}, confidence: 0.6533
Rule: {'title'} -> {'references', 'url', 'people'}, confidence: 0.6176
Rule: {'people'} -> {'references', 'url', 'title'}, confidence: 0.4523
Rule: {'references', 'url'} -> {'title', 'people'}, confidence: 0.7241
Rule: {'references', 'title'} -> {'url', 'people'}, confidence: 0.7171
Rule: {'references', 'people'} -> {'url', 'title'}, confidence: 0.7989
Rule: {'url', 'title'} -> {'references', 'people'}, confidence: 0.7033
Rule: {'url', 'people'} -> {'references', 'title'}, confidence: 0.9018
Rule: {'title', 'people'} -> {'references', 'url'}, confidence: 0.8802
Rule: {'references', 'url', 'title'} -> {'people'}, confidence: 0.7462
Rule: {'references', 'url', 'people'} -> {'title'}, confidence: 0.9671
Rule: {'references', 'title', 'people'} -> {'url'}, confidence: 0.9671
Rule: {'url', 'title', 'people'} -> {'references'}, confidence: 0.9545
Rule: {'cite'} -> {'title', 'web', 'https'}, confidence: 0.8578
Rule: {'https'} -> {'web', 'title', 'cite'}, confidence: 0.8227
Rule: {'title'} -> {'web', 'cite', 'https'}, confidence: 0.7605
Rule: {'web'} -> {'title', 'cite', 'https'}, confidence: 0.8153
Rule: {'cite', 'https'} -> {'title', 'web'}, confidence: 0.9282
Rule: {'title', 'cite'} -> {'web', 'https'}, confidence: 0.8578
Rule: {'web', 'cite'} -> {'title', 'https'}, confidence: 0.9476
Rule: {'title', 'https'} -> {'web', 'cite'}, confidence: 0.9141
Rule: {'web', 'https'} -> {'title', 'cite'}, confidence: 0.9282
Rule: {'title', 'web'} -> {'cite', 'https'}, confidence: 0.9330
Rule: {'title', 'cite', 'https'} -> {'web'}, confidence: 0.9282
Rule: {'web', 'cite', 'https'} -> {'title'}, confidence: 1.0000
Rule: {'web', 'title', 'cite'} -> {'https'}, confidence: 0.9476
Rule: {'title', 'web', 'https'} -> {'cite'}, confidence: 0.9945
Rule: {'cite'} -> {'url', 'title', 'web'}, confidence: 0.9052
Rule: {'url'} -> {'web', 'title', 'cite'}, confidence: 0.8489
Rule: {'title'} -> {'web', 'url', 'cite'}, confidence: 0.8025
Rule: {'web'} -> {'url', 'title', 'cite'}, confidence: 0.8604
Rule: {'url', 'cite'} -> {'title', 'web'}, confidence: 0.9227
Rule: {'title', 'cite'} -> {'url', 'web'}, confidence: 0.9052
Rule: {'web', 'cite'} -> {'url', 'title'}, confidence: 1.0000
Rule: {'url', 'title'} -> {'web', 'cite'}, confidence: 0.9139
Rule: {'url', 'web'} -> {'title', 'cite'}, confidence: 0.9272
Rule: {'title', 'web'} -> {'url', 'cite'}, confidence: 0.9845
Rule: {'url', 'title', 'cite'} -> {'web'}, confidence: 0.9227
Rule: {'web', 'url', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'web', 'title', 'cite'} -> {'url'}, confidence: 1.0000
Rule: {'url', 'title', 'web'} -> {'cite'}, confidence: 0.9948
Rule: {'date'} -> {'http', 'www', 'web'}, confidence: 0.6239
Rule: {'http'} -> {'date', 'www', 'web'}, confidence: 0.7565
Rule: {'www'} -> {'date', 'http', 'web'}, confidence: 0.6667
Rule: {'web'} -> {'date', 'http', 'www'}, confidence: 0.6577
Rule: {'date', 'http'} -> {'www', 'web'}, confidence: 0.9012
Rule: {'date', 'www'} -> {'http', 'web'}, confidence: 0.7684
Rule: {'date', 'web'} -> {'http', 'www'}, confidence: 0.7684
Rule: {'http', 'www'} -> {'date', 'web'}, confidence: 0.8439
Rule: {'http', 'web'} -> {'date', 'www'}, confidence: 0.8902
Rule: {'www', 'web'} -> {'date', 'http'}, confidence: 0.7644
Rule: {'date', 'http', 'www'} -> {'web'}, confidence: 0.9542
Rule: {'date', 'http', 'web'} -> {'www'}, confidence: 0.9669
Rule: {'date', 'www', 'web'} -> {'http'}, confidence: 0.8249
Rule: {'http', 'www', 'web'} -> {'date'}, confidence: 0.9359
Rule: {'date'} -> {'http', 'title', 'cite'}, confidence: 0.6282
Rule: {'cite'} -> {'date', 'http', 'title'}, confidence: 0.6967
Rule: {'http'} -> {'date', 'title', 'cite'}, confidence: 0.7617
Rule: {'title'} -> {'date', 'http', 'cite'}, confidence: 0.6176
Rule: {'date', 'cite'} -> {'http', 'title'}, confidence: 0.7737
Rule: {'date', 'http'} -> {'title', 'cite'}, confidence: 0.9074
Rule: {'date', 'title'} -> {'http', 'cite'}, confidence: 0.7500
Rule: {'http', 'cite'} -> {'date', 'title'}, confidence: 0.9304
Rule: {'title', 'cite'} -> {'date', 'http'}, confidence: 0.6967
Rule: {'http', 'title'} -> {'date', 'cite'}, confidence: 0.8963
Rule: {'date', 'http', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'date', 'title', 'cite'} -> {'http'}, confidence: 0.7737
