Anime_id,Name,Genres,Ranked,Popularity,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,,,
18655,Koikishi PurelyâKiss The Animation,"Hentai, Romance",Unknown,4356,654,575,1069,1213,690,373,129,86,55,,,
18661,Kamisama Hajimemashita OVA,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",560,1535,8592,8408,13182,10911,3748,1236,277,88,42,,,
18669,Black Jack: Karte NG Extras,Comedy,10162,1133,16,26,79,111,60,26,10,9,3,,,
18671,Chuunibyou demo Koi ga Shitai! Ren,"Comedy, Drama, Romance, School, Slice of Life",1378,226,28621,48031,93409,85636,34926,14143,6185,2152,945,,,
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Romance, Ecchi, Fantasy",607,236819,8245,22326,36413,20793,10448,4200,1852,843,557,,,
18679,Kill la Kill,"Action, Comedy, Super Power, Ecchi, School",35,1283021,176583,211585,131387,50735,21899,10849,4244,2495,2557,,,
18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",11946,12576,5,Unknown,9,6,13,10,2,1,2,,,
18689,Diamond no Ace,"Comedy, School, Shounen, Sports",390,829,11768,20529,29174,16937,5334,2132,667,209,106,,,
18691,Joshikousei no Koshitsuki,Hentai,Unknown,4580,549,494,999,1104,581,334,119,68,37,,,
18693,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,Hentai,Unknown,4833,501,442,830,1123,660,371,127,59,41,,,
18695,Toriko no Chigiri,Hentai,Unknown,7177,109,79,160,277,286,233,97,55,24,,,
18703,Star Dust,"Sci-Fi, Space",12227,13529,6,1,4,5,5,13,11,3,4,,,
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",2995,3210,940,1180,2759,4412,2229,887,256,108,62,,,
18723,Soul Reviver,"Action, Seinen, Supernatural",10113,11664,6,1,9,32,40,66,23,24,18,,,
18729,Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,"Romance, School, Shounen Ai",9131,1788,17,34,56,72,64,26,16,6,24,,,
18731,Bokutachi no Peace River,"Adventure, Drama, Kids, Supernatural",13477,14697,6,1,3,4,9,10,3,1,2,,,
18743,Money Wars: Nerawareta Waterfront Keikaku,Seinen,13201,328,2,3,5,8,13,8,2,4,3,,,
18745,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,"Slice of Life, Comedy, School, Josei",3483,2722,847,1312,3434,6546,3378,1217,314,114,44,,,
18747,Hotaru Kagayaku,"Drama, Kids",13446,308,4,9,13,26,32,16,6,1,3,,,
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,"Comedy, Romance, School",750,198096,15499,36618,38443,12621,4310,1135,410,168,186,,,
18755,Donyatsu,"Comedy, Sci-Fi, Seinen",7042,4090,60,163,340,495,397,167,91,68,46,,,
18759,Captain Movie,"Sports, Shounen",13487,301,2,6,14,21,11,1,2,3,3,,,
18767,BlazBlue: Alter Memory,"Action, Fantasy",7655,1685,1337,1641,3993,7894,7616,5353,3348,1671,930,,,
18771,Gifuu Doudou!!: Kanetsugu to Keiji,"Action, Historical, Martial Arts, Samurai, Seinen",5644,7089,170,314,491,475,381,245,146,98,74,,,
18773,Kuwagata Tsumami,Comedy,15300,177,Unknown,3,7,5,4,2,Unknown,2,3,,,
18781,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,"Comedy, Music, Slice of Life",5700,7716,78,71,156,378,315,173,44,19,13,,,
18795,Dagram vs. Round-Facer,"Space, Mecha, Sci-Fi",10641,11824,5,3,8,13,31,79,37,29,24,,,
18799,Take Your Way,"Action, Supernatural, Music, Seinen",6017,8127,79,87,192,388,370,193,77,23,18,,,
18815,Oh! Super Milk-chan Special,"Action, Sci-Fi, Comedy, Parody",11286,12626,8,7,7,23,16,14,6,15,Unknown,,,
18817,Yasai no Yousei: Quiz Gekijou,"Comedy, Kids",12978,14946,2,5,1,3,3,10,1,Unknown,Unknown,,,
18819,Alice Tantei Kyoku,"Mystery, Kids, Fantasy",13262,13443,6,Unknown,2,9,13,14,4,3,3,,,
18821,Ano Yama ni Noborou yo,"Adventure, Fantasy, Kids",13278,14150,4,2,3,13,10,23,5,4,8,,,
18823,Hello Kitty no Kieta Santa-san no Okurimono,Kids,13885,266,Unknown,3,9,14,20,3,6,10,4,,,
18825,Hello Kitty no Shiawase no Tulip,Kids,14363,13692,9,3,5,8,24,13,4,3,7,,,
18827,Hello Kitty: Mahou no Mori no Ohimesama,"Fantasy, Kids, Magic",12830,380,1,16,20,17,28,4,10,10,9,,,
18829,Hello Kitty no Shiawase no Aoi Hotaru,Kids,13790,274,1,3,9,11,21,Unknown,8,6,6,,,
18831,Rinkaku,"Dementia, Horror, Music",9494,9931,41,25,54,96,162,123,76,44,44,,,
18835,Hakuouki Reimeiroku Tokuten Disc,"Action, Supernatural, Josei",2866,7173,160,93,159,263,157,61,18,13,11,,,
18841,PES: Peace Eco Smile - Drive your Heart,"Cars, Romance, Sci-Fi",10599,10880,8,3,13,37,69,121,58,58,23,,,
18845,Ninja Hattori-kun (2012),Comedy,9619,1494,41,102,211,219,111,39,18,10,13,,,
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Slice of Life, Demons, Supernatural, Drama, Shoujo",1132,3108,1852,1858,3771,3863,1485,593,161,65,31,,,
18851,Fate/kaleid liner PrismaâIllya: Undoukai de Dance!,"Comedy, Magic, Fantasy",2488,41959,1230,3092,6330,4719,2387,828,367,199,159,,,
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Slice of Life, Comedy, Romance",1228,118813,7283,13051,16911,12257,6619,5732,3514,2550,3273,,,
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Omake Flash,"Supernatural, School",8941,5221,233,140,251,359,504,456,241,152,114,,,
18893,Aoki Hagane no Arpeggio: Ars Nova,"Action, Sci-Fi, Seinen",1125,131641,8549,16921,17138,8117,4029,1650,701,324,219,,,
18897,Nisekoi,"Harem, Comedy, Romance, School, Shounen",1140,97,47461,81657,147594,125925,50561,21916,8797,3367,1654,,,
18907,Tensai Eri-chan Kingyo wo Tabeta,"Kids, Slice of Life, Comedy",15770,150,Unknown,Unknown,2,2,6,6,Unknown,4,4,,,
18919,The MidnightâAnimal,"Action, Supernatural, Seinen",13166,334,Unknown,Unknown,4,4,2,4,Unknown,2,7,,,
18937,Hakken Taiken Daisuki! Shimajirou,"Adventure, Comedy, Fantasy, Kids, Magic",13933,264,Unknown,12,4,14,5,4,1,3,7,,,
18939,Shimajirou Hesoka,"Adventure, Comedy, Fantasy, Kids, Magic",14300,236,Unknown,4,5,13,8,2,1,1,5,,,
18941,Shimajirou no Wow!,"Adventure, Comedy, Fantasy, Kids, Magic",11967,13453,7,Unknown,1,3,6,7,4,1,4,,,
18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"Adventure, Comedy, Fantasy, Kids, Magic",11935,14618,4,Unknown,5,3,7,9,2,1,Unknown,,,
18953,Hitotsubu ni Kawaranu Ai wo Komete,"Magic, Slice of Life",8567,2241,40,107,238,358,261,61,36,23,14,,,
18959,Waisetsu Missile The Animation,Hentai,Unknown,6250,161,130,295,518,539,344,156,73,47,,,
18967,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,"Comedy, Historical, Sci-Fi",13176,14775,5,2,2,4,3,10,1,1,1,,,
18983,Yuuto-kun ga Iku,"Kids, Sports",13074,14602,3,Unknown,2,2,2,2,1,6,2,,,
18989,Koukaku Kidoutai Arise: Another Mission,"Action, Sci-Fi, Police, Mecha",5706,4882,244,284,468,746,691,436,192,72,56,,,
19009,DS Anime Soushuuhen '98,"Comedy, Fantasy",6640,12303,15,7,21,44,38,30,2,4,3,,,
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"Comedy, Drama, Romance, School, Slice of Life",2109,1739,3518,4065,8753,11203,5131,2115,719,283,123,,,
19023,"Wake Up, Girls!","Drama, Music",2354,46365,1692,3602,5118,2844,1623,630,299,123,126,,,
19029,Yuyushiki: Nyanyashiki,Comedy,4692,11243,262,575,1233,1331,815,362,139,94,45,,,
19049,Tobe! Pegasus Kokoro no Goal ni Shoot,"School, Sports",12495,14933,5,1,1,5,4,7,Unknown,2,1,,,
19051,Imouto Paradise! 2,Hentai,Unknown,4376,692,585,1187,1477,902,502,187,110,61,,,
19053,Kaitou Jigoma Ongaku-hen,Music,14553,222,Unknown,2,4,9,19,9,8,6,7,,,
19059,UFO Nitsukamatta Kodomo-tachi,"Sci-Fi, Kids",12690,15117,5,Unknown,1,4,13,9,8,6,2,,,
19063,Judo-bu Monogatari,"School, Sports",14189,244,Unknown,5,5,6,7,1,2,2,4,,,
19067,Future Card Buddyfight,Game,5379,7943,248,489,925,695,445,176,86,51,60,,,
19069,Okane wa Mawaru: Kurashi to Kinyuu,Slice of Life,11305,14678,5,3,4,4,9,9,4,7,1,,,
19071,"Hyakumannen Attara, Dousuru?",Kids,14543,15727,4,Unknown,1,9,5,10,4,1,4,,,
19073,Hoshigari Hime no Bouken,"Fantasy, Kids",14507,15693,5,Unknown,6,10,3,6,10,3,1,,,
19081,Weekender Girl,Music,6053,8654,107,84,186,333,278,191,80,47,28,,,
19087,Kaiketsu Tamagon,"Adventure, Comedy, Kids",14787,13731,5,6,2,7,9,11,8,6,2,,,
19099,Pokemon: Mewtwo - Kakusei e no Prologue,"Adventure, Fantasy, Kids",5665,7001,240,485,930,712,440,127,57,29,26,,,
19101,Shin Hitou Meguri,Hentai,6146,5684,128,275,479,459,332,160,65,41,63,,,
19103,Mesu Saga: Persona,Hentai,Unknown,6542,176,130,257,443,368,261,92,44,34,,,
19109,Fate/kaleid liner PrismaâIllya Specials,"Comedy, Magic, Ecchi, Fantasy",4539,2760,1228,1082,2644,5050,3720,1794,614,290,146,,,
19111,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",717,204825,21644,33806,27225,11330,5045,1803,752,356,432,,,
19115,Giovanni no Shima,"Drama, Historical",3303,24478,1383,2694,1985,716,286,95,41,9,28,,,
19117,Toaru Hikuushi e no Koiuta,"Adventure, Drama, Romance",2813,1571,2171,4191,8977,11042,5852,2709,1129,404,192,,,
19121,Doctor Chichibuyama,"Ecchi, Parody, Seinen",12278,471,7,5,7,17,19,9,6,7,9,,,
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",2427,43561,4782,6193,3707,1426,465,161,61,79,273,,,
19125,Mogura no Adventure,"Adventure, Kids",12052,513,Unknown,7,14,41,62,45,43,27,15,,,
19133,Turning Girls,"Comedy, Slice of Life",5581,7276,146,423,793,821,549,287,203,129,102,,,
19135,Kuroi Ame ni Utarete,"Slice of Life, Historical, Drama, Seinen",8992,11733,10,5,10,24,49,29,23,10,10,,,
19137,EDEN,Music,8968,1901,27,76,150,271,294,133,69,53,33,,,
19151,Walkure Romanze,"Action, Ecchi, Romance, Harem, School, Sports",1309,108289,2219,5806,11717,10544,6425,3299,1561,840,576,,,
19157,Youkai Watch,"Comedy, Demons, Kids, Supernatural",3722,19438,532,1141,1912,1636,1196,500,228,138,125,,,
19159,Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life",2846,4165,316,718,1778,2586,1149,423,88,49,11,,,
19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",2593,290,25524,32116,63445,77450,39802,19586,8447,3702,1855,,,
19165,Fate/Zero Cafe,"Comedy, Parody",3972,16811,150,301,569,730,678,259,140,110,140,,,
19167,Senbon Matsubara,"Historical, Drama",11862,14157,4,1,3,5,12,8,4,1,Unknown,,,
19169,Go! Go! Kadendanshi,"Action, Seinen",14150,12947,5,Unknown,3,6,15,12,7,5,13,,,
19171,Sanjougattai Transformers Go!,"Sci-Fi, Mecha, Shounen",10258,11603,8,1,5,18,42,52,22,24,14,,,
19177,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,"Music, School, Drama",14333,235,Unknown,3,6,1,9,2,3,Unknown,7,,,
19185,HORIZON feat. Hatsune Miku,Music,9105,8599,54,40,90,214,333,303,115,65,48,,,
19187,Fake Doll,Music,8981,9490,38,15,93,157,234,219,75,55,35,,,
19191,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,"Sci-Fi, Police, Psychological, Mecha",1533,2464,1312,3073,7066,6376,2227,956,290,96,48,,,
19193,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,"Sci-Fi, Police, Psychological, Mecha",2027,2630,1038,2295,5243,5662,2110,883,368,117,68,,,
19195,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,"Sci-Fi, Police, Psychological, Mecha",1717,2769,948,2019,4678,4653,1669,693,250,83,30,,,
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,"Comedy, Magic",10074,7987,26,23,51,138,191,187,133,85,56,,,
19209,Devour Dinner,"Dementia, Fantasy",9840,12680,4,2,6,14,22,50,14,10,9,,,
19211,Suisei no Gargantia Specials,"Action, Sci-Fi, Adventure, Mecha",2790,2694,855,1802,4984,7487,3199,1108,278,86,45,,,
19213,Lost Utopia,"Action, Fantasy, Supernatural, Music, Seinen",10785,10513,10,9,15,37,84,113,89,60,48,,,
19217,And And,Music,9836,10759,15,11,36,57,121,123,59,32,26,,,
19219,Modern No.2,Dementia,9816,11035,14,9,31,50,97,110,46,32,21,,,
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Harem, Comedy, Romance, School",410,333922,22704,46258,51859,26651,12094,5123,2231,1113,742,,,
19231,Jam,"Music, Dementia, Fantasy",10751,11289,11,5,18,28,49,98,70,40,36,,,
19233,Around,Slice of Life,9054,10530,9,10,45,102,124,124,51,29,11,,,
19235,"Dance, Dance, Dance","Fantasy, Music",8759,11245,17,11,27,85,114,63,39,21,15,,,
19237,Nimrod,"Fantasy, Music",11689,597,8,24,62,74,97,28,19,12,13,,,
19239,Old City Ward,"Fantasy, Music",11962,533,8,18,34,64,93,39,29,5,17,,,
19251,Uta noâPrince-samaâ?Maji Love 2000%: Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo",2477,3424,1283,1031,1748,2415,1397,796,246,80,54,,,
19255,Hyakka Ryouran: Samurai Bride Specials,"Ecchi, Comedy",5363,4703,310,279,600,1157,1101,562,200,89,52,,,
19257,Meganebu!,"Comedy, School, Slice of Life",6962,3074,432,528,1190,2026,1897,1541,1069,552,422,,,
19261,Gintama x Mameshiba,"Comedy, Parody",4766,4817,740,246,453,789,697,516,175,108,84,,,
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,"Shounen, Sports",11352,683,14,25,48,54,15,14,2,6,3,,,
19279,Pony Metal U-GAIM Promotion Film,"Action, Mecha, Music, Parody, Sci-Fi",9538,11065,10,6,19,44,84,103,28,27,10,,,
19283,Oyako Rankan The Animation,Hentai,Unknown,7700,92,62,121,239,231,185,73,44,28,,,
19285,Shingeki no Kyojin: Ano Hi Kara,"Action, Drama, Fantasy, Shounen, Super Power",1408,99123,5525,8677,13184,8257,4612,1326,587,402,519,,,
19287,Reunion (Music),Music,8290,2496,47,75,157,257,324,137,67,54,42,,,
19291,Pokemon XY,"Action, Adventure, Comedy, Fantasy, Kids",2442,1346,5236,7216,15104,19325,9742,4440,1395,538,261,,,
19297,Ketsuekigata-kun! Featuring Yuri & Nasuno,Comedy,10768,7800,41,14,44,116,222,487,214,135,124,,,
19305,Nyuru Nyuru!! Kakusen-kun,Comedy,11248,11864,9,4,8,5,18,24,10,5,7,,,
19311,Turuturutu Narongi,"Adventure, Kids",15173,183,2,Unknown,5,8,5,1,Unknown,Unknown,4,,,
19315,Pupa,"Fantasy, Horror, Psychological",11045,997,1872,1001,2102,4582,6705,7958,10438,10084,14764,,,
19319,Gundam Build Fighters,"Action, Sci-Fi, Mecha",841,2022,3082,5661,9937,7346,2726,1197,412,177,91,,,
19325,Kwaegeol Longman Narongi,"Adventure, Kids",15336,175,1,1,6,9,5,2,Unknown,1,5,,,
19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,9095,12370,8,3,4,25,20,30,13,6,6,,,
19351,NijiiroâPrism Girl,"Comedy, Romance, School, Shoujo",7539,7922,73,74,138,266,317,240,100,53,29,,,
19363,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",228,1218,9571,23066,27429,11225,2674,822,195,71,31,,,
19365,Samurai Flamenco,"Action, Comedy, Parody, Super Power",1263,114702,4489,9067,11329,7262,4333,2573,1035,522,434,,,
19367,Galilei Donna,"Action, Sci-Fi, Adventure",2274,49189,1421,3429,5838,4733,3144,1805,790,328,155,,,
19369,Outbreak Company,"Harem, Comedy, Parody, Fantasy",503,281505,16528,39605,44313,20432,9307,3501,1304,603,443,,,
19383,Yami Shibai,"Dementia, Horror, Demons, Supernatural",1724,76957,3372,7708,11370,6317,2824,956,457,224,176,,,
19391,Shingeki no Kyojin Picture Drama,"Parody, Comedy",5228,2421,1769,1512,2981,5726,4660,2699,1077,555,354,,,
19397,Zettai Bouei Leviathan: Mini Takibi Gekijou,"Fantasy, Magic, Comedy",9150,1768,24,50,105,159,117,52,24,18,15,,,
19401,Kuusou no Sora Tobu Kikaitachi,Historical,9443,1580,9,18,29,43,32,9,5,5,5,,,
19429,Akuma no Riddle,"Action, School, Shoujo Ai",5162,651,5189,8353,17998,30223,22895,12851,6474,2800,1281,,,
19431,Gokujo.: Souda Onsen ni Ikou!!,"Ecchi, Comedy, Shoujo Ai",8115,6775,114,69,209,413,572,389,139,85,53,,,
19433,Sore Ike! Anpanman: Omusubiman,Kids,12154,14568,9,2,5,6,6,10,6,1,4,,,
19437,Dokidoki Gakuen Kessen!! Youki Daimashiro,"Action, Magic, Fantasy",13690,284,Unknown,Unknown,5,10,12,9,13,6,6,,,
19445,Tetsujin 28-gou Gao!,"Slice of Life, Mecha",12428,13083,8,3,1,3,10,5,2,1,2,,,
19447,Arata Kangatari Picture Drama,Fantasy,8953,8749,31,12,31,65,131,103,31,15,14,,,
19457,Green Saver,"Adventure, Kids",15007,194,Unknown,Unknown,3,4,13,3,Unknown,1,7,,,
19463,Hamuko Mairu!,"Adventure, Comedy",14251,15778,4,Unknown,1,3,6,6,7,Unknown,4,,,
19467,Revbahaf Wang-gug Jaegeon-soelgi,"Comedy, Drama, Shoujo",11922,544,2,5,3,7,7,Unknown,4,2,2,,,
19469,Saiki Kusuo no Î¨-nan (ONA),"Comedy, School, Shounen, Supernatural",4326,3375,1249,1160,1698,2135,1833,1168,607,268,166,,,
19479,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,"Action, Ecchi, Parody, Comedy",12281,474,Unknown,5,21,17,17,12,5,3,5,,,
19481,Juujika You and I,"Mecha, Music, Sci-Fi",9989,12158,7,1,12,34,63,81,32,22,17,,,
19489,Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Magic, Fantasy, School",872,1033,6619,14680,29937,21550,6847,2147,480,180,75,,,
19495,Hakusai Anime,"Slice of Life, Comedy, Romance, School",12435,441,2,3,7,13,17,3,3,9,5,,,
19497,Kagerouka-kun,"Fantasy, Kids",14774,15209,5,1,Unknown,5,1,15,7,3,1,,,
19501,Giga Tribe,"Comedy, Parody, Shounen, Super Power",14132,13546,8,Unknown,1,2,9,10,5,Unknown,3,,,
19505,Kaizoku Ouji,"Adventure, Shounen",14812,12979,4,Unknown,10,6,5,6,6,5,1,,,
19511,Naruto: Shippuuden - Sunny Side Battle,"Action, Comedy, Super Power, Martial Arts, Shounen",2433,43524,2316,4241,5839,3267,1677,539,263,173,237,,,
19513,Toki-iro Kaima,"Horror, Shounen",12540,13226,8,4,1,4,4,7,2,5,1,,,
19515,Kentoushi,"Seinen, Sports",13664,285,6,6,2,5,9,3,4,3,6,,,
19517,Taabou no Ryuuguusei Daitanken,"Sci-Fi, Space, Kids, Fantasy",12321,14942,5,Unknown,1,5,7,12,5,5,1,,,
19519,Dream Creator feat. GUMI,Music,8896,10312,21,21,52,109,140,142,49,29,29,,,
19521,GAME OVER feat. Hatsune Miku,Music,8511,8466,73,56,119,230,369,286,116,61,49,,,
19523,Fuurinkanzan,Hentai,Unknown,8132,50,40,65,156,182,176,93,62,29,,,
19533,Fujiko Fujio A no Mumako,"Horror, Supernatural",9252,12924,8,3,1,18,19,28,18,9,3,,,
19535,Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus,"Comedy, Parody, Super Power",13054,347,3,2,6,5,11,6,1,3,7,,,
19547,Beompeoking Jaepeo,"Action, Cars",13420,13956,7,3,3,2,3,4,6,11,1,,,
19555,Ttoli Janggun,"Action, Drama, Shounen",12630,15391,5,2,1,2,1,5,7,3,5,,,
19557,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",Kids,13284,13477,14,1,2,12,19,14,3,5,5,,,
19559,Otoko wa Tsurai yo: Torajirou Wasurenagusa,"Comedy, Romance",14923,198,4,2,2,7,9,Unknown,1,Unknown,1,,,
19569,Junjou Shoujo Et Cetera,Hentai,6457,5020,126,317,477,407,225,62,45,21,22,,,
19573,Short Peace Opening,"Fantasy, Sci-Fi, Supernatural",7352,6446,66,80,261,617,750,517,118,49,35,,,
19575,Kobayashi ga Kawai sugite Tsurai!!,"Romance, School, Shoujo",7233,5286,206,194,442,789,858,612,268,132,76,,,
19581,Houseki no Kuni,"Fantasy, Sci-Fi, Seinen",5537,4419,361,298,607,1133,1184,712,186,96,40,,,
19583,Ishii Hisaichi no Dai Seikai,"Parody, Comedy",15746,150,Unknown,1,6,3,10,2,1,Unknown,4,,,
19585,Kobo-chan,"Comedy, Kids, Slice of Life",12885,365,10,19,36,27,19,2,2,2,4,,,
19587,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,"Adventure, Comedy, Kids",14793,13480,9,6,2,12,17,9,5,2,1,,,
19597,Milk House Dreaming: Ai no Shiki,"Music, Shoujo",15552,12229,122,1,6,10,15,19,14,9,9,,,
19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports",870,3357,1460,1820,3607,2976,995,393,93,32,21,,,
19619,Jewelpet Twinkleâ? Hohoemi no Niji ni DokkiâDoki!,"Fantasy, Magic, School, Shoujo",3824,9980,55,44,86,116,65,40,11,6,5,,,
19627,Junkers Come Here: Memories of You,"Drama, Slice of Life",12743,386,1,8,9,12,20,11,1,1,5,,,
19629,Zecchou Rocket,Hentai,Unknown,7571,75,69,157,301,265,184,100,49,37,,,
19631,Tayu Tayu,"Harem, Hentai, Romance",Unknown,4968,468,385,751,948,570,308,147,81,52,,,
19633,Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,Hentai,Unknown,7728,101,88,181,266,304,169,128,65,50,,,
19635,Hontou ni Atta,Hentai,Unknown,7496,80,41,119,220,321,303,123,70,39,,,
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids",2764,7422,190,197,495,786,323,150,33,14,10,,,
19647,Hajime no Ippo: Rising,"Comedy, Sports, Drama, Shounen",69,851,23201,32757,28706,10740,2431,764,223,96,46,,,
19653,Neppuu Kairiku Bushi Road,"Action, Fantasy, Mecha, Sci-Fi",2522,40647,1790,3386,4712,2528,1136,487,182,90,55,,,
19669,Kuroko no Basket: Baka ja Katenai no yo!,"Sports, Comedy, School, Shounen",1339,2469,2637,2906,6098,6724,2565,1005,262,98,39,,,
19671,Free!: FrFr - Short Movie,"Comedy, Sports",2031,59305,4154,6721,7149,3283,1476,344,131,95,119,,,
19681,Hustle Punch,"Comedy, Kids, Fantasy",12540,429,3,5,12,12,16,4,9,7,12,,,
19683,Kick no Oni (1971),"Shounen, Sports",14977,13930,7,Unknown,1,7,7,8,3,4,1,,,
19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",6246,964,3013,4395,10339,19562,16274,9726,5129,2500,1205,,,
19687,Kuiba II: Dazhan Yuan Yang Jie,"Action, Adventure, Kids, Fantasy",6595,12493,12,12,10,31,19,14,8,3,2,,,
19695,Clover 4/3,"School, Drama",13698,12382,5,1,1,7,9,9,4,3,4,,,
19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,Comedy,3101,27920,959,2223,3860,2064,971,307,106,52,45,,,
19703,Kyousou Giga (TV),"Action, Fantasy, Supernatural",864,1011,4777,8789,13310,10161,4197,1771,699,208,126,,,
19705,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,"Kids, Mystery",15472,167,Unknown,2,5,8,15,2,9,3,7,,,
19717,Zoku Naniwa Yuukyouden,"Action, Comedy",14496,223,3,Unknown,2,6,7,7,1,4,5,,,
19727,Nexus,Music,8692,7189,99,79,153,246,470,370,167,103,52,,,
19729,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,"Action, Comedy",15777,14814,8,1,Unknown,8,10,4,2,2,Unknown,,,
19731,Osamu to Musashi,"Adventure, Kids, Fantasy",13231,329,2,12,33,28,29,8,3,1,4,,,
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,"Action, Comedy",15771,15139,7,1,2,2,6,5,4,Unknown,Unknown,,,
19747,Dakaretai Onna,"Romance, Hentai",Unknown,12080,11,2,2,8,5,16,15,16,12,,,
19749,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,"Action, Comedy",15764,15426,6,1,Unknown,7,5,6,2,Unknown,Unknown,,,
19751,Gu-Gu Ganmo (Movie),Comedy,14550,222,Unknown,3,8,12,15,1,4,Unknown,3,,,
19753,Naniwa Yuukyouden: Kanketsu-hen,"Action, Comedy",15508,165,1,Unknown,7,5,6,3,2,Unknown,2,,,
19755,Oshiri Kajiri Mushi (TV) 2nd Season,"Comedy, Kids",10081,11436,11,3,18,44,46,61,27,27,24,,,
19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,"Action, Comedy, Shounen",2665,1911,2823,3193,6634,9615,4915,2037,718,281,115,,,
19769,Mahou Sensou,"Action, Fantasy, Magic",8118,722,3728,5117,11728,21594,20501,13873,9507,4976,3328,,,
19773,Akuma Tou no Prince: Mitsume ga Tooru,"Adventure, Comedy, Demons, Supernatural",12057,512,3,13,18,31,33,10,14,4,9,,,
19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",755,197189,18343,31873,24074,9260,3916,1599,626,314,322,,,
19781,Kuiba III: Zhanshen Jueqi,"Action, Adventure, Kids, Fantasy",12475,439,8,11,37,17,9,5,3,Unknown,6,,,
19783,Nanbo no Monjai! Yankee Gurentai,"Action, Comedy",15765,14978,5,Unknown,5,3,3,5,3,3,Unknown,,,
19797,Nanbo no Monjai! 2: Yankee Gurentai,"Action, Comedy",15764,15631,4,Unknown,1,2,5,4,2,2,Unknown,,,
19799,Robot Girls Z,"Comedy, Mecha, Parody",3771,18560,417,1036,1885,1563,869,419,186,110,82,,,
19811,Waanabi.jk,"Comedy, School, Slice of Life",10487,10278,11,4,10,44,70,121,45,27,31,,,
19815,No Game No Life,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy",10,1751054,285623,309230,186864,70141,30284,14345,6228,3313,3521,,,
19817,Namakemono ga Miteta,"Slice of Life, Music, Seinen",15268,180,2,7,4,6,7,3,4,1,3,,,
19825,Saikyou Ginga Ultimate Zero: Battle Spirits,"Game, Adventure, Space",5902,9693,36,38,49,79,85,52,24,18,11,,,
